Trait	Tissue	pathway	Estimate	SE	pval	CONVERGED
IGF_1_all	Brain_Hippocampus	IGF-1 serum balance	1.11383886282963	0.746064295707777	0.135449513224801	1
IGF_1_all	Brain_Hippocampus	Ras signaling	0	1	1	1
IGF_1_all	Brain_Hippocampus	IGF-1 secretion	-0.000627767439508555	0.999953705872411	0.999499090895994	0
IGF_1_all	Brain_Hippocampus	Growth hormone secretion	-0.000692006013408736	0.999953704239408	0.999447833567025	0
IGF_1_all	Brain_Hippocampus	Downstream signaling	-0.000702923410875333	0.999953704094686	0.999439122342887	0
IGF_1_all	Brain_Hypothalamus	IGF-1 serum balance	1.32442381296532	0.816897756421911	0.104956600298212	1
IGF_1_all	Brain_Hypothalamus	Ras signaling	0.43073359040575	0.622367601057961	0.488881621033512	1
IGF_1_all	Brain_Hypothalamus	Downstream signaling	0.351317715019343	0.85023663276032	0.679460141239326	1
IGF_1_all	Brain_Hypothalamus	IGF-1 secretion	-0.000583093791079419	0.999955832498946	0.999534737943501	0
IGF_1_all	Brain_Hypothalamus	Growth hormone secretion	-0.000646144026901037	0.999953259515292	0.999484427594654	0
IGF_1_all	Brain_Nucleus_accumbens_basal_ganglia	Growth hormone secretion	0.945520004048722	0.734503080922826	0.197992500533219	1
IGF_1_all	Brain_Nucleus_accumbens_basal_ganglia	Ras signaling	0.417111552960674	0.565619811620251	0.460853873196514	1
IGF_1_all	Brain_Nucleus_accumbens_basal_ganglia	IGF-1 secretion	-0.000576053633819004	0.999956391890883	0.999540355680584	0
IGF_1_all	Brain_Nucleus_accumbens_basal_ganglia	IGF-1 serum balance	-0.000576053633819004	0.999956391890883	0.999540355680584	0
IGF_1_all	Brain_Nucleus_accumbens_basal_ganglia	Downstream signaling	-0.000693266139635998	0.999956407738506	0.99944682958102	0
IGF_1_all	Brain_Putamen_basal_ganglia	Ras signaling	0.488644771745619	0.541006792182973	0.366412463428345	1
IGF_1_all	Brain_Putamen_basal_ganglia	IGF-1 serum balance	-0.00060683818152943	0.999954021972733	0.999515790950795	0
IGF_1_all	Brain_Putamen_basal_ganglia	IGF-1 secretion	-0.000633316139189971	0.999954020869438	0.999494663629289	0
IGF_1_all	Brain_Putamen_basal_ganglia	Growth hormone secretion	-0.000684825107344908	0.999954019536042	0.999453563537311	0
IGF_1_all	Brain_Putamen_basal_ganglia	Downstream signaling	-0.000726439265735605	0.999954018858999	0.999420358723925	0
IGF_1_all	Brain_Spinal_cord_cervical_c-1	IGF-1 serum balance	1.31004454670487	0.775207711590571	0.0910418956584645	1
IGF_1_all	Brain_Spinal_cord_cervical_c-1	Growth hormone secretion	-0.000559791433007561	0.999953372378809	0.999553330254516	0
IGF_1_all	Brain_Spinal_cord_cervical_c-1	IGF-1 secretion	-0.000645320517816519	0.999953368460203	0.999485084746514	0
IGF_1_all	Brain_Spinal_cord_cervical_c-1	Downstream signaling	-0.000700195436585982	0.999953367299198	0.999441298863515	0
IGF_1_all	Brain_Spinal_cord_cervical_c-1	Ras signaling	-0.0551950317550824	0.711091458408565	0.938130206543226	1
IGF_1_all	Brain_Substantia_nigra	IGF-1 serum balance	2.1912006995834	0.756771744126154	0.00378605851616555	1
IGF_1_all	Brain_Substantia_nigra	Ras signaling	0	1	1	1
IGF_1_all	Brain_Substantia_nigra	Growth hormone secretion	-0.000653757328275784	0.999947746610375	0.999478349900432	0
IGF_1_all	Brain_Substantia_nigra	IGF-1 secretion	-0.000683850525285324	0.999947745274495	0.999454337753079	0
IGF_1_all	Brain_Substantia_nigra	Downstream signaling	-0.000798804680887461	0.999947742521142	0.999362612837565	0
IGF_1_all	Breast_Mammary_Tissue	IGF-1 secretion	0.761459585423581	0.847070664993817	0.368688467884099	1
IGF_1_all	Breast_Mammary_Tissue	Ras signaling	0.380600093908705	0.570969573117917	0.505036871420043	1
IGF_1_all	Breast_Mammary_Tissue	IGF-1 serum balance	-0.000514928308320429	0.999959475620238	0.999589130020778	0
IGF_1_all	Breast_Mammary_Tissue	Growth hormone secretion	-0.00057115391043939	0.999959473183463	0.999544266668376	0
IGF_1_all	Breast_Mammary_Tissue	Downstream signaling	-0.00515665087624791	0.997422672481823	0.995874974667795	1
IGF_1_all	Cells_Cultured_fibroblasts	IGF-1 secretion	1.57697602587875	0.788931964780639	0.0456219290416662	1
IGF_1_all	Cells_Cultured_fibroblasts	Downstream signaling	1.43269785793773	0.597339730161684	0.0164639933217404	1
IGF_1_all	Cells_Cultured_fibroblasts	Growth hormone secretion	0.782097667747219	0.7308938656055	0.284593917091566	1
IGF_1_all	Cells_Cultured_fibroblasts	Ras signaling	0.148111502491127	0.574291077087144	0.796481620549762	1
IGF_1_all	Cells_Cultured_fibroblasts	IGF-1 serum balance	-0.000552052483162281	0.999957104576281	0.999559506974172	0
IGF_1_all	Cells_EBV-transformed_lymphocytes	Ras signaling	0.0742541571935504	0.696488196274169	0.915096618689111	1
IGF_1_all	Cells_EBV-transformed_lymphocytes	IGF-1 serum balance	-0.000622775694233452	0.999947180793613	0.999503070673439	0
IGF_1_all	Cells_EBV-transformed_lymphocytes	IGF-1 secretion	-0.000665653565241392	0.999947178003376	0.999468857280658	0
IGF_1_all	Cells_EBV-transformed_lymphocytes	Growth hormone secretion	-0.000719672790485175	0.999947175768066	0.999425753907106	0
IGF_1_all	Cells_EBV-transformed_lymphocytes	Downstream signaling	-0.00080307398974191	0.999947173979475	0.999359205880681	0
IGF_1_all	Colon_Sigmoid	Downstream signaling	1.42311526628919	0.621442084196988	0.0220201139487866	1
IGF_1_all	Colon_Sigmoid	IGF-1 secretion	1.23210536466271	0.816778579410791	0.131428210568606	1
IGF_1_all	Colon_Sigmoid	Ras signaling	0.449565730950669	0.540459533748721	0.405509841178237	1
IGF_1_all	Colon_Sigmoid	IGF-1 serum balance	-0.000537485221025369	0.999957856603803	0.999571130787129	0
IGF_1_all	Colon_Sigmoid	Growth hormone secretion	-0.000595960244411757	0.999957853914607	0.999524472508659	0
IGF_1_all	Colon_Transverse	IGF-1 serum balance	1.88281058017147	0.707860736857941	0.0078173098371614	1
IGF_1_all	Colon_Transverse	Downstream signaling	0.928397745068502	0.679104602829411	0.171596804923456	1
IGF_1_all	Colon_Transverse	IGF-1 secretion	0.514354324838755	0.870919727557094	0.554796826700575	1
IGF_1_all	Colon_Transverse	Ras signaling	0.18814351429743	0.584263867260519	0.747439016344643	1
IGF_1_all	Colon_Transverse	Growth hormone secretion	-0.000632987300519608	0.999959023539239	0.99949492854342	0
IGF_1_all	Esophagus_Gastroesophageal_Junction	Downstream signaling	1.29304473372644	0.614004004009979	0.0352111009201874	1
IGF_1_all	Esophagus_Gastroesophageal_Junction	IGF-1 secretion	1.10361616731487	0.756763916045509	0.144747913689995	1
IGF_1_all	Esophagus_Gastroesophageal_Junction	IGF-1 serum balance	-0.0005700413575608	0.999958130120089	0.999545153782061	0
IGF_1_all	Esophagus_Gastroesophageal_Junction	Growth hormone secretion	-0.00064105530152818	0.999958128101854	0.999488490489451	0
IGF_1_all	Esophagus_Gastroesophageal_Junction	Ras signaling	-0.0575523548824291	0.690861008898208	0.933608819211541	1
IGF_1_all	Esophagus_Mucosa	IGF-1 secretion	1.472336984971	0.720882459253326	0.0411109554368479	1
IGF_1_all	Esophagus_Mucosa	IGF-1 serum balance	1.20447940435248	0.775018364954819	0.120153375806818	1
IGF_1_all	Esophagus_Mucosa	Ras signaling	0.857798108645617	0.435489167745342	0.0488687882516079	1
IGF_1_all	Esophagus_Mucosa	Downstream signaling	0	1	1	1
IGF_1_all	Esophagus_Mucosa	Growth hormone secretion	-0.000632592755111846	0.999958599622095	0.999495243143962	0
IGF_1_all	Esophagus_Muscularis	IGF-1 secretion	1.18231967500387	0.77499713635373	0.127114642832103	1
IGF_1_all	Esophagus_Muscularis	Downstream signaling	1.12880581069402	0.606151768010746	0.0625679338517955	1
IGF_1_all	Esophagus_Muscularis	Growth hormone secretion	0.927072661348797	0.739153617465251	0.209756442534315	1
IGF_1_all	Esophagus_Muscularis	Ras signaling	0.0536857953563052	0.583800290680266	0.926730472654123	1
IGF_1_all	Esophagus_Muscularis	IGF-1 serum balance	-0.000562920003942449	0.999958948241906	0.999550836404655	0
IGF_1_all	Heart_Atrial_Appendage	IGF-1 serum balance	1.20417878599428	0.775042194734828	0.120257308475917	1
IGF_1_all	Heart_Atrial_Appendage	IGF-1 secretion	0.391492990006066	0.893105760483096	0.661132520955978	1
IGF_1_all	Heart_Atrial_Appendage	Ras signaling	0.0490285029472677	0.648342246157124	0.939720366169884	1
IGF_1_all	Heart_Atrial_Appendage	Downstream signaling	0	1	1	1
IGF_1_all	Heart_Atrial_Appendage	Growth hormone secretion	-0.000651182238527268	0.999956175934559	0.999480409011743	0
IGF_1_all	Heart_Left_Ventricle	IGF-1 serum balance	1.22749394516276	0.81681419179221	0.132895180529602	1
IGF_1_all	Heart_Left_Ventricle	Downstream signaling	0.890242710447165	0.708202798590059	0.208737380349613	1
IGF_1_all	Heart_Left_Ventricle	IGF-1 secretion	0.301830310976616	0.924770583308023	0.744133850541341	1
IGF_1_all	Heart_Left_Ventricle	Growth hormone secretion	-0.00073375935133807	0.999952029781574	0.999414516709001	0
IGF_1_all	Heart_Left_Ventricle	Ras signaling	-0.206227508092798	0.896415968208577	0.818046836552627	1
IGF_1_all	Kidney_Cortex	IGF-1 serum balance	1.36279912019173	0.817030935147785	0.0953177870816153	1
IGF_1_all	Kidney_Cortex	IGF-1 secretion	1.35806746521871	0.775406675494567	0.0798725458615957	1
IGF_1_all	Kidney_Cortex	Downstream signaling	0.946514513169647	0.728799312363401	0.194036142116918	1
IGF_1_all	Kidney_Cortex	Growth hormone secretion	-0.000730768738112778	0.999942617829934	0.999416897498557	0
IGF_1_all	Kidney_Cortex	Ras signaling	-0.0797479181839559	0.945046488269039	0.932750189766356	1
IGF_1_all	Liver	IGF-1 serum balance	0.98938368050015	0.745893213254406	0.184693514507858	1
IGF_1_all	Liver	Growth hormone secretion	-0.000649343287707269	0.999955694742347	0.999481876096877	0
IGF_1_all	Liver	IGF-1 secretion	-0.000649343287707269	0.999955694742347	0.999481876096877	0
IGF_1_all	Liver	Downstream signaling	-0.00074068524528174	0.999955693242582	0.999408992546793	0
IGF_1_all	Liver	Ras signaling	-0.121530868495463	0.82632307997118	0.883073394057497	1
IGF_1_all	Lung	IGF-1 secretion	1.22282263391658	0.816744079913257	0.134343328233284	1
IGF_1_all	Lung	Downstream signaling	0.609593762301141	0.720503557437808	0.397515772180722	1
IGF_1_all	Lung	Ras signaling	0.139925344561713	0.582803948606387	0.810260560136332	1
IGF_1_all	Lung	IGF-1 serum balance	-0.00049892823778064	0.999961610096555	0.999601897595531	0
IGF_1_all	Lung	Growth hormone secretion	-0.000605457523231823	0.999961606763381	0.999516896271593	0
IGF_1_all	Minor_Salivary_Gland	IGF-1 serum balance	1.32691505285681	0.775202919404605	0.0869519173201019	1
IGF_1_all	Minor_Salivary_Gland	Ras signaling	1.01322390565845	0.484948986344527	0.036677018570321	1
IGF_1_all	Minor_Salivary_Gland	IGF-1 secretion	0.991484256751331	0.823338183622096	0.228502704305248	1
IGF_1_all	Minor_Salivary_Gland	Downstream signaling	0.00687607235758209	0.977348312873234	0.994386579849292	1
IGF_1_all	Minor_Salivary_Gland	Growth hormone secretion	-0.000576822516804643	0.999954937717215	0.999539741504744	0
IGF_1_all	Muscle_Skeletal	Downstream signaling	0	1	1	1
IGF_1_all	Muscle_Skeletal	IGF-1 serum balance	-0.000633875595028785	0.999953711243397	0.999494217071066	0
IGF_1_all	Muscle_Skeletal	IGF-1 secretion	-0.000647017804490471	0.999954152775548	0.999483730849748	0
IGF_1_all	Muscle_Skeletal	Growth hormone secretion	-0.000698105655226163	0.999953709104815	0.999442966535555	0
IGF_1_all	Muscle_Skeletal	Ras signaling	-0.0643849494974981	0.643056919108308	0.920246476232172	1
IGF_1_all	Nerve_Tibial	IGF-1 serum balance	1.77540320431477	0.707663759809235	0.0121134122685956	1
IGF_1_all	Nerve_Tibial	Downstream signaling	1.09138701650517	0.607632924807372	0.0724740296975303	1
IGF_1_all	Nerve_Tibial	IGF-1 secretion	0.961712005799693	0.745772191157977	0.197206257582077	1
IGF_1_all	Nerve_Tibial	Ras signaling	0.596714784312859	0.456318742819509	0.190984925433687	1
IGF_1_all	Nerve_Tibial	Growth hormone secretion	0	1	1	1
IGF_1_all	Ovary	IGF-1 serum balance	1.31518165464818	0.816872199378633	0.107393202569211	1
IGF_1_all	Ovary	IGF-1 secretion	1.22024898555416	0.756599237584045	0.106786318758666	1
IGF_1_all	Ovary	Downstream signaling	0.74119848596332	0.723188583996292	0.305408739271069	1
IGF_1_all	Ovary	Growth hormone secretion	-0.000651229137200326	0.999955560238856	0.999480371270437	0
IGF_1_all	Ovary	Ras signaling	-0.0480795217091497	0.709571100967153	0.945977825854583	1
IGF_1_all	Pancreas	IGF-1 serum balance	1.37625385128163	0.730430840448001	0.0595423590474671	1
IGF_1_all	Pancreas	IGF-1 secretion	1.09535722557449	0.756431988979924	0.147600892319641	1
IGF_1_all	Pancreas	Downstream signaling	0.52520961645032	0.720748525515998	0.466185051979468	1
IGF_1_all	Pancreas	Growth hormone secretion	-0.000663592214474112	0.999956586596619	0.999470507069174	0
IGF_1_all	Pancreas	Ras signaling	-0.292247365942066	0.708540286078438	0.679999356467247	1
IGF_1_all	Pituitary	Downstream signaling	1.22936092692254	0.610622407202002	0.0440839677866719	1
IGF_1_all	Pituitary	IGF-1 secretion	1.09698206648199	0.756367516892066	0.146966677100692	1
IGF_1_all	Pituitary	Ras signaling	0.944549642428842	0.410496803648804	0.0213921134023718	1
IGF_1_all	Pituitary	IGF-1 serum balance	-0.000496095042216545	0.999961940264942	0.999604158375735	0
IGF_1_all	Pituitary	Growth hormone secretion	-0.000601707241829655	0.99996193703535	0.999519888836139	0
IGF_1_all	Prostate	IGF-1 secretion	1.24183871672006	0.779702847351978	0.111225782811503	1
IGF_1_all	Prostate	Ras signaling	0.660893912162102	0.546424618221327	0.226475493368799	1
IGF_1_all	Prostate	Downstream signaling	0.652858303088158	0.750475431671882	0.384340690777577	1
IGF_1_all	Prostate	IGF-1 serum balance	-0.000566569482933946	0.9999590415847	0.999547924464835	0
IGF_1_all	Prostate	Growth hormone secretion	-0.000599810473346823	0.999959040766989	0.999521400909556	0
IGF_1_all	Skin_Not_Sun_Exposed	Downstream signaling	1.82206115489661	0.556428933878088	0.0010582583834718	1
IGF_1_all	Skin_Not_Sun_Exposed	IGF-1 secretion	1.21306292275864	0.775007438329818	0.117529585417167	1
IGF_1_all	Skin_Not_Sun_Exposed	Ras signaling	0.638651011556249	0.472907730320855	0.176863027364523	1
IGF_1_all	Skin_Not_Sun_Exposed	IGF-1 serum balance	-0.00050757796056384	0.999960406213577	0.999594995363587	0
IGF_1_all	Skin_Not_Sun_Exposed	Growth hormone secretion	-0.000580196623907839	0.999960403416445	0.99953705176636	0
IGF_1_all	Skin_Sun_Exposed	IGF-1 secretion	1.08159748472133	0.756354080828927	0.152712788422983	1
IGF_1_all	Skin_Sun_Exposed	Downstream signaling	0.557935156377717	0.722267201035637	0.439831672504904	1
IGF_1_all	Skin_Sun_Exposed	Ras signaling	0.307441314760121	0.531683634621938	0.563101373034148	1
IGF_1_all	Skin_Sun_Exposed	IGF-1 serum balance	-0.000499701569039087	0.99996186192441	0.99960128064326	0
IGF_1_all	Skin_Sun_Exposed	Growth hormone secretion	-0.000569649631086312	0.999961859296228	0.999545468042704	0
IGF_1_all	Small_Intestine_Terminal_Ileum	IGF-1 serum balance	1.24959477822053	0.775070028022557	0.106910881418816	1
IGF_1_all	Small_Intestine_Terminal_Ileum	Downstream signaling	0.903584730284272	0.698374515284751	0.195720768369733	1
IGF_1_all	Small_Intestine_Terminal_Ileum	IGF-1 secretion	0.294823638313532	0.917870800794437	0.74805591201222	1
IGF_1_all	Small_Intestine_Terminal_Ileum	Ras signaling	0.033363228734668	0.673065193634051	0.960465779448462	1
IGF_1_all	Small_Intestine_Terminal_Ileum	Growth hormone secretion	-0.000605983168160024	0.999957739415352	0.999516474981563	0
IGF_1_all	Spleen	Downstream signaling	0.861956704417116	0.706666536379518	0.222559555394422	1
IGF_1_all	Spleen	Ras signaling	0.189909577723281	0.594037120177493	0.749200979094724	1
IGF_1_all	Spleen	IGF-1 secretion	0.0834615906396092	0.966011884954851	0.931149957921383	1
IGF_1_all	Spleen	IGF-1 serum balance	-0.000520184411214568	0.999959221159362	0.999584935982412	0
IGF_1_all	Spleen	Growth hormone secretion	-0.000622445222401806	0.999959217589935	0.999503340344194	0
IGF_1_all	Stomach	Downstream signaling	1.48790271472085	0.621590257164752	0.0166792302491385	1
IGF_1_all	Stomach	IGF-1 secretion	1.26711750685946	0.816811458997336	0.120830425461865	1
IGF_1_all	Stomach	IGF-1 serum balance	0.22043228745723	0.943681896883335	0.815305239151864	1
IGF_1_all	Stomach	Growth hormone secretion	-0.000640024239818034	0.999956378561544	0.999489312298445	0
IGF_1_all	Stomach	Ras signaling	-0.0457040042084173	0.702491043581775	0.948126299803225	1
IGF_1_all	Testis	Ras signaling	0.976014701171694	0.453606671817798	0.031422862215442	1
IGF_1_all	Testis	IGF-1 secretion	0	1	1	1
IGF_1_all	Testis	Downstream signaling	0	1	1	1
IGF_1_all	Testis	IGF-1 serum balance	-0.000403900731846348	0.999971136223263	0.999677724548639	0
IGF_1_all	Testis	Growth hormone secretion	-0.000467360116701254	0.999971135136713	0.999627089828124	0
IGF_1_all	Thyroid	Ras signaling	0.656406046862511	0.441871484750019	0.137407855335154	1
IGF_1_all	Thyroid	Downstream signaling	0.504772428864286	0.720417416517201	0.483511098533483	1
IGF_1_all	Thyroid	IGF-1 secretion	0	1	1	1
IGF_1_all	Thyroid	IGF-1 serum balance	-0.000506123674934994	0.999965883166006	0.999596157973343	0
IGF_1_all	Thyroid	Growth hormone secretion	-0.000553454984955442	0.999965882271083	0.999558391768281	0
IGF_1_all	Uterus	IGF-1 serum balance	1.37653487530338	0.77536153390451	0.0758408004752035	1
IGF_1_all	Uterus	Ras signaling	0.286313144830872	0.686451736257638	0.676611524059569	1
IGF_1_all	Uterus	IGF-1 secretion	0	1	1	1
IGF_1_all	Uterus	Downstream signaling	0	1	1	1
IGF_1_all	Uterus	Growth hormone secretion	-0.000658994163901207	0.999948799424338	0.999474171846321	0
IGF_1_all	Vagina	IGF-1 secretion	1.25181941572981	0.756746670440417	0.098084447515522	1
IGF_1_all	Vagina	Downstream signaling	0.864071760298173	0.726523438343065	0.234312195441647	1
IGF_1_all	Vagina	Ras signaling	0.159733189659555	0.705886773187118	0.820977999989594	1
IGF_1_all	Vagina	IGF-1 serum balance	-0.000524174649117608	0.999949360758509	0.999581747979494	0
IGF_1_all	Vagina	Growth hormone secretion	-0.000635583776367776	0.999949350463324	0.999492851865068	0
IGF_1_all	Whole_Blood	Ras signaling	1.09397961207956	0.396189158350143	0.00575795583353077	1
IGF_1_all	Whole_Blood	IGF-1 serum balance	1.04137896648467	0.756395414597609	0.168584819661994	1
IGF_1_all	Whole_Blood	IGF-1 secretion	0.894642950959528	0.757644619891572	0.237673696517151	1
IGF_1_all	Whole_Blood	Growth hormone secretion	0.361890000413247	0.848383830685664	0.669696923422954	1
IGF_1_all	Whole_Blood	Downstream signaling	0.350474512888354	0.761468920663416	0.645328828815474	1
Testosterone_female	Adipose_Subcutaneous	Synthesis and metabolism	1.97608807215178	0.584073852527973	0.000716243667217107	1
Testosterone_female	Adipose_Subcutaneous	HPG signaling	0.633233269650958	0.883927740845645	0.47375316905891	1
Testosterone_female	Adipose_Subcutaneous	Serum homeostasis	-0.000319247838277494	0.999972346302125	0.99974527003887	0
Testosterone_female	Adipose_Visceral_Omentum	Serum homeostasis	1.77233086750861	0.817563991415248	0.0301724500970625	1
Testosterone_female	Adipose_Visceral_Omentum	HPG signaling	-0.000355168997546753	0.999971521760567	0.999716608075837	0
Testosterone_female	Adipose_Visceral_Omentum	Synthesis and metabolism	-0.00042659303987514	0.999971521182958	0.999659618316394	0
Testosterone_female	Adrenal_Gland	Serum homeostasis	1.70149702543005	0.775710820237875	0.028273662479133	1
Testosterone_female	Adrenal_Gland	Synthesis and metabolism	0.932440081532275	0.71707684618194	0.193486195965302	1
Testosterone_female	Adrenal_Gland	HPG signaling	0	1	1	1
Testosterone_female	Artery_Aorta	Synthesis and metabolism	1.20913434863654	0.719926821913245	0.0930499727900713	1
Testosterone_female	Artery_Aorta	HPG signaling	0	1	1	1
